Date,High,Low,Open,Close,Volume,Adj Close,Panic,Event No,ROE,ETF,Risk
1509361200.0,185.1199951171875,181.81100463867188,183.57000732421875,184.88999938964844,21256700,184.88999938964844,9.0,7.0,11.4,NO,3
1509447600.0,188.8800048828125,183.5800018310547,187.8800048828125,186.0800018310547,28594700,186.0800018310547,NaN,-10.0,19.3,NO,2
1509534000.0,191.22000122070312,183.30999755859375,190.99000549316406,184.80999755859375,41239900,184.80999755859375,1.0,-6.0,35.1,NO,4
1509620400.0,186.92999267578125,182.05999755859375,186.50999450683594,183.2100067138672,19697300,183.2100067138672,9.0,-11.0,70.7,NO,3
1509879600.0,188.25,184.0,184.07000732421875,187.83999633789062,19873100,187.83999633789062,NaN,10.0,12.0,NO,3
1509966000.0,189.86000061035156,187.0,189.5800018310547,188.50999450683594,17781000,188.50999450683594,NaN,-8.0,7.1,NO,4
1510052400.0,188.14999389648438,185.10000610351562,187.97999572753906,185.89999389648438,13944600,185.89999389648438,NaN,-5.0,22.2,NO,2
1510138800.0,185.1300048828125,181.0500030517578,184.2100067138672,185.1300048828125,19755600,185.1300048828125,3.0,-3.0,7.9,YES,3
1510225200.0,187.1699981689453,185.39999389648438,187.02999877929688,186.41000366210938,15031000,186.41000366210938,3.0,4.0,22.5,NO,2
1510484400.0,187.8800048828125,184.0,186.77000427246094,184.5399932861328,17139100,184.5399932861328,5.0,-4.0,44.4,NO,3
1510570800.0,184.3800048828125,181.14999389648438,184.3000030517578,181.7899932861328,14475300,181.7899932861328,14.0,-10.0,42.5,NO,4
1510657200.0,181.8800048828125,176.73599243164062,179.3699951171875,181.47999572753906,16567000,181.47999572753906,10.0,-0.0,52.8,NO,1
1510743600.0,186.27000427246094,183.1199951171875,183.30999755859375,185.42999267578125,18389500,185.42999267578125,10.0,1.0,22.2,NO,3
1510830000.0,186.5,184.6699981689453,185.9199981689453,185.1300048828125,13422700,185.1300048828125,7.0,5.0,14.0,NO,3
1511089200.0,190.0,186.61099243164062,187.60000610351562,188.0,25992300,188.0,1.0,-10.0,38.2,NO,1
1511175600.0,191.55999755859375,188.8000030517578,190.35000610351562,190.89999389648438,19639500,190.89999389648438,13.0,-2.0,53.5,NO,4
1511262000.0,191.75,189.3699951171875,191.5399932861328,189.83999633789062,14417600,189.83999633789062,2.0,-6.0,48.1,YES,2
1511434800.0,191.6999969482422,188.6999969482422,189.38999938964844,191.19000244140625,9887300,191.19000244140625,NaN,-10.0,60.8,NO,4
1511694000.0,191.4499969482422,187.5500030517578,190.49000549316406,188.02999877929688,14952800,188.02999877929688,4.0,-0.0,63.5,NO,5
1511780400.0,189.10000610351562,186.5,188.8300018310547,186.69000244140625,13378100,186.69000244140625,11.0,-10.0,74.3,NO,2
1511866800.0,185.41000366210938,173.6199951171875,185.25,179.91000366210938,40204100,179.91000366210938,2.0,9.0,53.3,NO,3
1511953200.0,179.8000030517578,176.32000732421875,179.52999877929688,177.0800018310547,25851100,177.0800018310547,8.0,-5.0,23.0,NO,2
1512039600.0,179.8000030517578,173.8000030517578,175.27000427246094,174.61000061035156,26782300,174.61000061035156,11.0,1.0,36.4,NO,4
1512298800.0,177.5800018310547,168.25999450683594,177.1999969482422,169.5800018310547,35895100,169.5800018310547,7.0,-12.0,5.2,NO,4
1512385200.0,172.9600067138672,164.25,165.27999877929688,168.9600067138672,31609900,168.9600067138672,12.0,-7.0,9.1,NO,2
1512471600.0,173.22999572753906,167.86500549316406,172.6300048828125,172.6300048828125,23897800,172.6300048828125,2.0,4.0,43.9,NO,2
1512558000.0,175.82000732421875,172.25999450683594,175.2899932861328,174.47000122070312,15697900,174.47000122070312,14.0,-2.0,73.4,NO,2
1512644400.0,178.9600067138672,176.3699951171875,177.57000732421875,177.6199951171875,23543400,177.6199951171875,0.0,-5.0,18.3,NO,3
1512903600.0,180.67999267578125,178.14999389648438,179.89999389648438,179.2899932861328,15626200,179.2899932861328,13.0,-5.0,22.8,YES,1
1512990000.0,178.16000366210938,173.77000427246094,174.63999938964844,174.63999938964844,22656500,174.63999938964844,NaN,-12.0,9.0,NO,2
1513076400.0,177.6999969482422,174.3000030517578,175.19000244140625,176.47000122070312,18653400,176.47000122070312,8.0,-7.0,6.3,NO,1
1513162800.0,173.38999938964844,169.61000061035156,173.11000061035156,171.75,32830000,171.75,9.0,5.0,11.9,NO,1
1513249200.0,173.5500030517578,170.0,172.88999938964844,173.5500030517578,41356700,173.5500030517578,6.0,3.0,55.9,NO,4
1513508400.0,174.6999969482422,172.3699951171875,174.60000610351562,173.3699951171875,17023300,173.3699951171875,6.0,-9.0,31.1,NO,2
1513594800.0,173.0,170.50999450683594,171.97000122070312,171.27999877929688,23936200,171.27999877929688,11.0,10.0,18.5,NO,2
1513681200.0,172.89999389648438,170.8000030517578,171.7899932861328,172.63999938964844,17121400,172.63999938964844,10.0,-3.0,39.7,NO,3
1513767600.0,176.25,172.6510009765625,172.8000030517578,175.32000732421875,14812400,175.32000732421875,10.0,-11.0,69.6,YES,2
1513854000.0,176.66000366210938,175.0399932861328,175.83999633789062,176.2899932861328,12524700,176.2899932861328,11.0,-8.0,70.2,NO,3
1514199600.0,175.14999389648438,171.72999572753906,174.5500030517578,172.3300018310547,12913800,172.3300018310547,5.0,11.0,27.9,NO,3
1514286000.0,173.8699951171875,171.72999572753906,172.2899932861328,172.97000122070312,10152300,172.97000122070312,11.0,2.0,65.3,NO,4
1514372400.0,173.52999877929688,171.6699981689453,173.0399932861328,172.3000030517578,9508100,172.3000030517578,7.0,2.0,7.2,NO,2
1514458800.0,173.6699981689453,171.1999969482422,172.27999877929688,172.42999267578125,9704600,172.42999267578125,2.0,11.0,49.3,YES,3
1514804400.0,184.10000610351562,175.6999969482422,176.3990020751953,183.64999389648438,29916900,183.64999389648438,8.0,-6.0,39.9,YES,4
1514890800.0,185.63499450683594,181.39999389648438,185.19000244140625,184.0,20121900,184.0,3.0,-8.0,22.1,NO,3
1514977200.0,187.7469940185547,184.42999267578125,185.89999389648438,185.7100067138672,19473800,185.7100067138672,3.0,10.0,33.9,NO,2
1515063600.0,190.75,186.30099487304688,187.1699981689453,190.6999969482422,18168300,190.6999969482422,4.0,-7.0,6.8,NO,4
1515322800.0,191.66000366210938,189.07000732421875,190.4600067138672,190.3300018310547,16230100,190.3300018310547,4.0,-4.0,67.9,NO,2
1515409200.0,192.49000549316406,188.0,191.1300048828125,190.8000030517578,19495100,190.8000030517578,1.0,-10.0,54.7,NO,2
1515495600.0,190.38999938964844,186.5800018310547,188.10000610351562,189.7899932861328,17943800,189.7899932861328,4.0,-6.0,6.2,NO,4
1515582000.0,190.42999267578125,188.10000610351562,189.72999572753906,188.75,12400400,188.75,NaN,7.0,31.5,NO,4
